property_id,address,city,zip_code,estimated_value,square_footage,property_age,risk_score,sii_score,primary_persona,recommended_play,median_household_income,homeownership_rate,risk_tolerance,price_sensitivity,sii_band,universal_control
prop_00019,1019 Main St,Dallas,75201.0,221045.6791176411,2082.34243402235,52,97.45737851808899,87.73727057491269,Family_Protector,Financing_Aggressive,71723,39.45,47.82,52.18,Med,False
prop_00020,1020 Main St,Dallas,75254.0,460940.9530713951,2336.3788235947245,47,54.91120092443546,73.24424550526332,Family_Protector,Financing_Standard,130070,42.3,86.71,13.29,Med,False
prop_00021,1021 Main St,Dallas,75211.0,419752.45185756165,3469.0017472847508,42,64.07734482280893,83.14062041405023,Family_Protector,Premium_Showcase,53708,8.63,35.81,64.19,Med,False
prop_00022,1022 Main St,Dallas,75218.0,340358.6903795981,4635.659813773178,59,76.14372242562902,106.85963880843815,Proof_Seeker,Impact_Report_Standard,136250,64.13,90.83,9.17,High,True
prop_00023,1023 Main St,Dallas,75249.0,181323.70369630147,2538.1554499195986,67,64.94638455602401,64.13464702270707,Family_Protector,Impact_Report_Standard,144375,82.51,96.25,3.75,Low,True
prop_00024,1024 Main St,Dallas,75226.0,329772.8104976181,2632.9162078259337,43,65.55590404630794,77.46995465661898,Family_Protector,Premium_Standard,147708,46.53,98.47,1.53,Med,True
prop_00025,1025 Main St,Dallas,75218.0,248135.12119532123,1764.9921057324923,47,61.662311371969025,68.56632157147912,Deal_Hunter,Safety_Standard,124250,28.56,82.83,17.17,Low,False
prop_00026,1026 Main St,Dallas,75224.0,295554.44393626467,4108.347153472957,28,55.23350885391199,70.9926630258183,Proof_Seeker,Impact_Report_Standard,58884,7.76,39.26,60.74,Med,False
prop_00027,1027 Main St,Dallas,75235.0,417847.1553043783,3462.2079219236457,4,80.57749168459682,98.67310667912778,Family_Protector,Impact_Report_Premium,45167,40.07,30.11,69.89,High,True
prop_00028,1028 Main St,Dallas,75253.0,167746.20556174903,1078.4320081604662,46,55.168720710642624,68.6702911871245,Status_Conscious,Impact_Report_Standard,56616,27.75,37.74,62.26,Low,True
prop_00029,1029 Main St,Dallas,75209.0,376580.28805659775,1917.6196401176464,18,57.79387325972101,78.11286301553892,Status_Conscious,Financing_Standard,78490,55.05,52.33,47.67,Med,False
prop_00030,1030 Main St,Dallas,75237.0,238786.54815026827,3295.0220726024863,61,86.05624898082156,93.17866611136964,Status_Conscious,Financing_Standard,83842,6.38,55.89,44.11,High,True
prop_00031,1031 Main St,Dallas,75253.0,303412.2828892978,1256.0243557614515,48,77.32039622147023,87.8413411608697,Family_Protector,Safety_Standard,49663,11.88,33.11,66.89,Med,True
prop_00032,1032 Main St,Dallas,75218.0,377360.6743347145,2708.091738413704,49,58.24105655163262,75.78992894359172,Deal_Hunter,Financing_Standard,147708,46.53,98.47,1.53,Med,False
prop_00033,1033 Main St,Dallas,75227.0,257053.43237371533,1694.2025430946378,57,77.679940893311,86.81905301217579,Deal_Hunter,Financing_Standard,115972,39.28,77.31,22.69,Med,False
prop_00034,1034 Main St,Dallas,75210.0,420327.81137774774,3275.7471095579144,58,74.04341573816376,111.8474202353031,Status_Conscious,Financing_Standard,136250,64.13,90.83,9.17,,False
prop_00035,1035 Main St,Dallas,75211.0,451631.4721624187,2700.3148474668415,47,87.24476044162073,115.02433657617628,Deal_Hunter,Safety_Standard,94451,3.07,62.97,37.03,,False
prop_00036,1036 Main St,Dallas,75217.0,198988.74665206863,1774.6842715298392,48,56.335470141849186,68.14863091228206,Family_Protector,Safety_Warranty,150688,39.07,100.0,0.0,Low,False
prop_00037,1037 Main St,Dallas,75214.0,520602.79759942257,3450.0068144180273,4,77.39030883308673,107.90235481413073,Family_Protector,Financing_Aggressive,45167,40.07,30.11,69.89,High,True
prop_00038,1038 Main St,Dallas,75253.0,401306.30750199826,3817.476567986377,31,62.30668647711254,87.67952526974162,Status_Conscious,Safety_Standard,45300,9.3,30.2,69.8,Med,True
prop_00039,1039 Main St,Dallas,75218.0,408806.30102856917,2008.215527495779,37,55.125083047746685,81.2347645326008,Deal_Hunter,Impact_Report_Standard,147708,46.53,98.47,1.53,Med,False
prop_00040,1040 Main St,Dallas,75248.0,244226.4096028509,1347.3420019724565,68,73.48785023717012,99.72876443218846,Family_Protector,Safety_Standard,83555,10.67,55.7,44.3,High,True
prop_00041,1041 Main St,Dallas,75216.0,277357.1845185102,3365.188766704289,46,80.28926025982105,94.05502124233996,Deal_Hunter,Impact_Report_Premium,93398,35.94,62.27,37.73,High,True
prop_00042,1042 Main St,Dallas,75228.0,207395.53587307537,2758.6802396637354,36,78.67579954507097,107.64271228564122,Deal_Hunter,Premium_Showcase,49750,1.65,33.17,66.83,High,True
prop_00043,1043 Main St,Dallas,75206.0,421503.9288207036,1316.324222572749,51,86.94387116768695,110.39178161946133,Status_Conscious,Premium_Standard,112782,0.0,75.19,24.81,,False
prop_00044,1044 Main St,Dallas,75249.0,256954.0891521539,1399.6512769837273,75,97.93155849417427,93.04208566444547,Family_Protector,Safety_Warranty,43573,7.19,29.05,70.95,High,True
prop_00045,1045 Main St,Dallas,75204.0,416655.35195716034,1916.1744655040327,17,61.8137710185801,79.88648565266352,Status_Conscious,Financing_Aggressive,78490,55.05,52.33,47.67,Med,False
prop_00046,1046 Main St,Dallas,75230.0,507590.4295452533,3530.816650688003,45,87.40496571318442,109.7600908334768,Proof_Seeker,Financing_Standard,181944,49.04,100.0,0.0,High,True
prop_00047,1047 Main St,Dallas,75202.0,479567.7929560058,3641.10831739516,54,81.71343325950006,107.75745861493178,Family_Protector,Financing_Aggressive,181944,49.04,100.0,0.0,High,False
prop_00048,1048 Main St,Dallas,75241.0,352124.7762912881,2761.9243643712925,59,86.90805951092507,93.04328578350665,Deal_Hunter,Financing_Aggressive,62782,43.91,41.85,58.15,High,True
prop_00049,1049 Main St,Dallas,75201.0,264885.1002714886,1937.7191604833845,58,72.1620989444439,97.58582488178132,Status_Conscious,Financing_Aggressive,117740,18.31,78.49,21.51,High,False
prop_00050,1050 Main St,Dallas,75218.0,431303.9428401329,1842.4936912305843,25,89.45241594225106,119.82617754785804,Proof_Seeker,Safety_Standard,29124,39.76,19.42,80.58,,False
prop_00051,1051 Main St,Dallas,75206.0,295490.14421278646,1389.4703213529788,58,101.43243508315373,97.12371294235189,Status_Conscious,Impact_Report_Standard,43573,7.19,29.05,70.95,High,False
prop_00052,1052 Main St,Dallas,75253.0,241774.37987554143,2094.6920502839075,57,94.71236744479856,92.84426962963754,Proof_Seeker,Impact_Report_Standard,71723,39.45,47.82,52.18,High,False
prop_00053,1053 Main St,Dallas,75209.0,158117.72035009853,2252.7638428796104,72,69.1850462672191,74.32856439594644,Deal_Hunter,Financing_Standard,144375,82.51,96.25,3.75,Med,False
prop_00054,1054 Main St,Dallas,75210.0,417229.60251065274,1715.5261217774432,14,79.83802191576295,106.07917015105042,Status_Conscious,Safety_Warranty,36724,58.5,24.48,75.52,High,True
prop_00055,1055 Main St,Dallas,75218.0,194732.14390119564,2847.591018043816,46,86.00817962484186,91.78302183847525,Family_Protector,Financing_Standard,82773,18.8,55.18,44.82,High,False
prop_00056,1056 Main St,Dallas,75237.0,332742.427970981,3284.668397486978,50,66.7462974741916,85.36768361187512,Status_Conscious,Safety_Standard,53708,8.63,35.81,64.19,Med,False
prop_00057,1057 Main St,Dallas,75220.0,374637.4096002922,1685.6070049067625,40,71.19905452467037,99.68154139420405,Proof_Seeker,Financing_Standard,46291,23.3,30.86,69.14,High,False
prop_00058,1058 Main St,Dallas,75229.0,443851.91811680497,4325.045511863578,44,60.56231569170152,74.88492696676445,Proof_Seeker,Safety_Warranty,130206,2.54,86.8,13.2,Med,False
prop_00059,1059 Main St,Dallas,75201.0,156878.67070303482,2762.2151587102403,50,77.7124695035202,103.09768730020386,Status_Conscious,Premium_Standard,119044,57.15,79.36,20.64,High,False
prop_00060,1060 Main St,Dallas,75218.0,365678.65854705224,4626.319979462064,54,78.98582703630026,106.68186552805855,Proof_Seeker,Financing_Standard,136250,64.13,90.83,9.17,High,False
prop_00061,1061 Main St,Dallas,75243.0,209325.08514024806,1313.7947782138033,45,62.78069683877055,71.96889829923622,Deal_Hunter,Safety_Standard,124250,28.56,82.83,17.17,Med,True
prop_00062,1062 Main St,Dallas,75204.0,456653.1718126737,1791.3163320124977,43,72.53415681404765,109.57050936778283,Proof_Seeker,Financing_Aggressive,46291,23.3,30.86,69.14,High,True
prop_00063,1063 Main St,Dallas,75218.0,238523.41634663273,4419.694676041754,39,71.79190735645737,66.46514102396577,Family_Protector,Financing_Standard,58058,56.17,38.71,61.29,Low,False
prop_00064,1064 Main St,Dallas,75230.0,239253.9241207743,3710.654524032005,29,57.449539978767,72.19458488864379,Status_Conscious,Premium_Showcase,58884,7.76,39.26,60.74,Med,True
prop_00065,1065 Main St,Dallas,75214.0,456967.2275098973,2342.3090717525606,27,54.0998393067263,76.96389156506879,Proof_Seeker,Financing_Standard,63500,58.58,42.33,57.67,Med,False
prop_00066,1066 Main St,Dallas,75249.0,463627.34335196903,2157.4511014191785,38,63.44848014006128,76.61689567738665,Status_Conscious,Impact_Report_Premium,72031,25.98,48.02,51.98,Med,True
prop_00067,1067 Main St,Dallas,75253.0,404271.4148863003,3306.0129519020966,47,87.24768216181714,107.21744389179312,Status_Conscious,Premium_Standard,42985,0.82,28.66,71.34,High,True
prop_00068,1068 Main St,Dallas,75249.0,214427.5217891954,4583.291392111011,51,84.0618411813908,102.05790000615414,Proof_Seeker,Premium_Showcase,128000,51.3,85.33,14.67,High,True
prop_00069,1069 Main St,Dallas,75214.0,343363.6319070124,1972.719615316919,58,78.23047902366201,108.90203682817936,Family_Protector,Premium_Standard,94451,3.07,62.97,37.03,High,False
prop_00070,1070 Main St,Dallas,75248.0,262485.39279205055,2412.3234096145343,56,89.53058196208985,99.1115451272039,Status_Conscious,Impact_Report_Standard,71723,39.45,47.82,52.18,High,False
prop_00071,1071 Main St,Dallas,75229.0,449713.6748691463,2248.7691261967684,36,59.147819182090686,73.33661637197915,Family_Protector,Impact_Report_Standard,63500,58.58,42.33,57.67,Med,True
prop_00072,1072 Main St,Dallas,75216.0,177573.77629059483,2762.709717382007,5,58.549531900507766,68.20080321123208,Family_Protector,Safety_Standard,134531,1.08,89.69,10.31,Low,True
prop_00073,1073 Main St,Dallas,75237.0,325657.89963563794,2505.7194448270902,35,75.89830517098167,81.33105286843357,Family_Protector,Financing_Standard,52782,53.29,35.19,64.81,Med,False
prop_00074,1074 Main St,Dallas,75223.0,156106.92564739988,2231.1481384397607,45,74.48914298990884,89.43818660228568,Family_Protector,Impact_Report_Standard,71302,16.11,47.53,52.47,Med,False
prop_00075,1075 Main St,Dallas,75217.0,416136.56170651,4022.329725280006,33,62.24446980698977,82.52932135598705,Deal_Hunter,Impact_Report_Premium,58934,19.43,39.29,60.71,Med,False
prop_00076,1076 Main St,Dallas,75212.0,189474.91785315418,2820.763363374347,5,54.64217355495652,68.27142402905018,Deal_Hunter,Safety_Warranty,134531,1.08,89.69,10.31,Low,True
prop_00077,1077 Main St,Dallas,75226.0,154068.29846084694,2203.7453742139182,5,55.33911599948697,71.5164730001088,Family_Protector,Impact_Report_Premium,134531,1.08,89.69,10.31,Med,False
prop_00078,1078 Main St,Dallas,75224.0,376304.46440838743,2325.219919838127,38,82.37544110058678,100.82005797855325,Family_Protector,Impact_Report_Standard,46291,23.3,30.86,69.14,High,True
prop_00079,1079 Main St,Dallas,75201.0,405567.42954816564,3587.4982973159563,52,76.79907311643237,107.01772106000443,Status_Conscious,Financing_Aggressive,136250,64.13,90.83,9.17,High,False
prop_00080,1080 Main St,Dallas,75212.0,322255.7438366933,2299.3623453215887,25,91.73003108027523,105.87858771719931,Status_Conscious,Premium_Standard,43527,0.0,29.02,70.98,High,True
prop_00081,1081 Main St,Dallas,75216.0,501660.16088783933,3609.4693960257837,44,60.3799322851738,80.60452695586204,Deal_Hunter,Impact_Report_Standard,130206,2.54,86.8,13.2,Med,False
prop_00082,1082 Main St,Dallas,75214.0,532082.334315993,3357.0496649371826,4,72.68709147615638,103.42186314171953,Status_Conscious,Impact_Report_Premium,45167,40.07,30.11,69.89,High,True
prop_00083,1083 Main St,Dallas,75226.0,401094.48930974817,2283.77909192765,41,81.33203827700092,97.44413479032289,Family_Protector,Impact_Report_Premium,94451,3.07,62.97,37.03,High,False
prop_00084,1084 Main St,Dallas,75226.0,396104.9965654917,3327.233193719408,44,82.23805192002493,116.66272659790201,Proof_Seeker,Safety_Warranty,42985,0.82,28.66,71.34,,False
prop_00085,1085 Main St,Dallas,75217.0,345827.8071250884,3054.094272642828,30,56.34010776526339,80.37265176535375,Deal_Hunter,Premium_Showcase,73234,44.14,48.82,51.18,Med,False
prop_00086,1086 Main St,Dallas,75243.0,194732.31416671872,2442.5637191987576,56,67.12971817308542,76.51423813082562,Deal_Hunter,Premium_Standard,144375,82.51,96.25,3.75,Med,False
prop_00087,1087 Main St,Dallas,75253.0,234199.74530438468,3568.1780867153234,47,72.00049150152611,99.03060387173149,Deal_Hunter,Financing_Standard,83842,6.38,55.89,44.11,High,False
prop_00088,1088 Main St,Dallas,75220.0,426085.97292022017,1784.298190874909,37,71.76812078515401,98.86067412675239,Deal_Hunter,Safety_Standard,46291,23.3,30.86,69.14,High,False
prop_00089,1089 Main St,Dallas,75212.0,409844.0743355193,3467.3007373460737,52,92.32092209798333,113.87431056791576,Status_Conscious,Impact_Report_Premium,47210,2.17,31.47,68.53,,False
prop_00090,1090 Main St,Dallas,75224.0,162812.9607497252,1593.2319534595606,8,59.530643700205495,70.92190784438546,Status_Conscious,Financing_Aggressive,46667,49.3,31.11,68.89,Med,False
prop_00091,1091 Main St,Dallas,75241.0,227860.0700773868,1625.5045050443928,47,54.65478489939239,71.39245595522203,Proof_Seeker,Premium_Showcase,150688,39.07,100.0,0.0,Med,True
prop_00092,1092 Main St,Dallas,75237.0,277003.4375439317,3766.559589584603,39,56.422102024365095,66.61345500824656,Deal_Hunter,Financing_Aggressive,58884,7.76,39.26,60.74,Low,True
prop_00093,1093 Main St,Dallas,75202.0,138602.8769412382,3552.390466705143,53,77.31178354292325,100.3510186030117,Deal_Hunter,Premium_Showcase,119044,57.15,79.36,20.64,High,True
prop_00094,1094 Main St,Dallas,75220.0,205910.82723564914,2987.180881940335,57,72.40318551713712,97.09663711086326,Status_Conscious,Impact_Report_Standard,47047,72.08,31.36,68.64,High,True
prop_00095,1095 Main St,Dallas,75243.0,431103.2238715664,1518.968076931954,34,83.04045380062657,108.5918939725529,Deal_Hunter,Safety_Warranty,29124,39.76,19.42,80.58,High,True
prop_00096,1096 Main St,Dallas,75207.0,235920.1500306252,1445.4453067529657,43,65.71873227987486,72.03843607881777,Proof_Seeker,Safety_Standard,124250,28.56,82.83,17.17,Med,False
prop_00097,1097 Main St,Dallas,75228.0,358384.05589558324,1519.500028843035,47,71.60547686517558,97.41273531634967,Status_Conscious,Premium_Standard,49821,40.97,33.21,66.79,High,False
prop_00098,1098 Main St,Dallas,75214.0,318142.20433354925,4384.369264989434,31,59.62547856608149,72.87889554916575,Deal_Hunter,Premium_Standard,58884,7.76,39.26,60.74,Med,False
prop_00099,1099 Main St,Dallas,75206.0,451829.36272989726,1690.8665158267863,73,67.09038088598184,81.84326099528657,Deal_Hunter,Premium_Standard,83827,76.15,55.88,44.12,Med,False
prop_00100,1100 Main St,Dallas,75253.0,474088.2058758728,1588.8069886001365,16,54.45237269897824,82.80585794700997,Status_Conscious,Premium_Showcase,78490,55.05,52.33,47.67,Med,False
prop_00101,1101 Main St,Dallas,75201.0,313472.2831795277,3540.7103102889937,26,56.062518145631095,77.6338129449829,Deal_Hunter,Safety_Standard,73234,44.14,48.82,51.18,Med,False
prop_00102,1102 Main St,Dallas,75204.0,468002.5135315492,3114.1023741485456,47,58.579397989309626,84.4037526223849,Status_Conscious,Impact_Report_Premium,130206,2.54,86.8,13.2,Med,False
prop_00103,1103 Main St,Dallas,75238.0,230661.05581269207,1543.5853424760685,36,75.6595966692745,85.16878244575018,Deal_Hunter,Premium_Showcase,49663,11.88,33.11,66.89,Med,True
prop_00104,1104 Main St,Dallas,75216.0,237049.11835929294,3008.5795106424175,63,84.66054867994694,99.98712778549586,Status_Conscious,Safety_Warranty,82727,37.71,55.15,44.85,High,True
prop_00105,1105 Main St,Dallas,75210.0,484119.53925735183,2033.3966026978742,17,63.23695947428505,85.41640173588203,Family_Protector,Impact_Report_Premium,78490,55.05,52.33,47.67,Med,True
prop_00106,1106 Main St,Dallas,75248.0,407587.00592022116,2849.9735160144064,38,92.98692069877436,115.00788502939315,Status_Conscious,Financing_Standard,37226,30.96,24.82,75.18,,False
prop_00107,1107 Main St,Dallas,75249.0,340513.8963918575,4413.972251518965,44,65.72941580098083,80.07858322000223,Family_Protector,Premium_Showcase,53708,8.63,35.81,64.19,Med,False
prop_00108,1108 Main St,Dallas,75223.0,142114.6330257571,2491.656491549982,4,60.18366225593252,64.43313918416493,Proof_Seeker,Financing_Standard,134531,1.08,89.69,10.31,Low,False
prop_00109,1109 Main St,Dallas,75248.0,208496.65822782757,2781.392815263283,36,75.39334430190591,64.21389194633896,Family_Protector,Safety_Standard,54505,55.69,36.34,63.66,Low,False
prop_00110,1110 Main St,Dallas,75217.0,394580.9621322765,2762.23942043613,49,71.998940962096,97.49644983142123,Proof_Seeker,Impact_Report_Standard,74450,84.62,49.63,50.37,High,False
prop_00111,1111 Main St,Dallas,75223.0,407501.3371673349,2076.4614521979215,51,83.44609627485849,118.22243507345863,Family_Protector,Premium_Standard,94451,3.07,62.97,37.03,,False
prop_00112,1112 Main St,Dallas,75210.0,297231.3476445105,2261.376239127469,67,74.28502887156588,96.51676194490678,Status_Conscious,Financing_Aggressive,178472,62.43,100.0,0.0,High,False
prop_00113,1113 Main St,Dallas,75227.0,289504.8408603528,1865.553858461573,31,88.31449226306509,100.30334056773178,Deal_Hunter,Impact_Report_Premium,43527,0.0,29.02,70.98,High,False
prop_00114,1114 Main St,Dallas,75214.0,255934.60801181747,1407.4526084766405,41,77.81653809548604,85.92254127674964,Family_Protector,Safety_Standard,49663,11.88,33.11,66.89,Med,False
prop_00115,1115 Main St,Dallas,75220.0,401991.59546666493,3354.452948368777,60,85.94537412579851,103.28526195736892,Family_Protector,Financing_Aggressive,136250,64.13,90.83,9.17,High,False
prop_00116,1116 Main St,Dallas,75228.0,400595.36740229453,3492.7896239720076,3,70.22645396641792,100.08265683836876,Deal_Hunter,Premium_Showcase,45167,40.07,30.11,69.89,High,False
prop_00117,1117 Main St,Dallas,75214.0,249410.776210996,1738.487748291528,41,58.64035739984955,74.49599394608487,Deal_Hunter,Premium_Standard,124250,28.56,82.83,17.17,Med,False
prop_00118,1118 Main St,Dallas,75226.0,375331.65449157264,1869.3031325464697,44,62.1901407613944,80.53082166994166,Status_Conscious,Premium_Standard,72031,25.98,48.02,51.98,Med,False
prop_00119,1119 Main St,Dallas,75254.0,437269.407338214,3444.067999289608,26,62.82274221721916,82.01039860706325,Family_Protector,Impact_Report_Standard,58934,19.43,39.29,60.71,Med,False
prop_00120,1120 Main St,Dallas,75202.0,225906.85163451586,1627.2315973513687,42,78.82241187543497,86.57032637603129,Proof_Seeker,Safety_Standard,49663,11.88,33.11,66.89,Med,False
prop_00121,1121 Main St,Dallas,75241.0,345674.62462860905,1960.99916581559,41,73.64429188239652,100.91946555555047,Deal_Hunter,Impact_Report_Standard,94451,3.07,62.97,37.03,High,False
prop_00122,1122 Main St,Dallas,75206.0,196712.53507461128,1720.9741000851773,55,78.48315428120527,96.8248283140753,Family_Protector,Safety_Warranty,62134,34.35,41.42,58.58,High,False
prop_00123,1123 Main St,Dallas,75254.0,541019.3165576898,3215.0436154225154,23,66.06908683443363,76.79798829510504,Proof_Seeker,Premium_Showcase,45300,9.3,30.2,69.8,Med,True
prop_00124,1124 Main St,Dallas,75249.0,502230.3030441365,2931.8271795702126,36,79.97235995491874,112.78965786142656,Family_Protector,Safety_Standard,37226,30.96,24.82,75.18,,False
prop_00125,1125 Main St,Dallas,75214.0,280531.2497183388,3152.4104478535046,39,56.09741985460039,72.072424452773,Proof_Seeker,Financing_Aggressive,58884,7.76,39.26,60.74,Med,False
prop_00126,1126 Main St,Dallas,75204.0,178846.93582738144,4349.056821253233,37,67.04810468235812,76.33164109707253,Proof_Seeker,Impact_Report_Premium,58058,56.17,38.71,61.29,Med,True
prop_00127,1127 Main St,Dallas,75224.0,507500.798571536,2684.3540622032174,57,80.73996160209362,96.37893557901813,Family_Protector,Safety_Standard,181944,49.04,100.0,0.0,High,False
prop_00128,1128 Main St,Dallas,75209.0,203702.8718739888,1549.4932577339105,9,70.30851373315913,71.46403754361539,Status_Conscious,Financing_Standard,46667,49.3,31.11,68.89,Med,False
prop_00129,1129 Main St,Dallas,75224.0,376306.3544357139,3215.929088520947,28,60.999314365669164,83.75614862159006,Proof_Seeker,Impact_Report_Standard,58934,19.43,39.29,60.71,Med,False
prop_00130,1130 Main St,Dallas,75207.0,333520.9787667093,3402.636668587953,40,73.40694053798018,83.57328486390342,Proof_Seeker,Impact_Report_Standard,53708,8.63,35.81,64.19,Med,False
prop_00131,1131 Main St,Dallas,75249.0,400664.4084587745,2473.567343067546,35,60.26054161640302,74.29764787115556,Family_Protector,Safety_Standard,73234,44.14,48.82,51.18,Med,False
prop_00132,1132 Main St,Dallas,75254.0,439774.54386829556,3245.192806221681,49,65.43568359330526,77.39963273140756,Family_Protector,Premium_Showcase,53708,8.63,35.81,64.19,Med,False
prop_00133,1133 Main St,Dallas,75241.0,396151.79960199713,1359.9623375248188,48,82.7528406480858,104.04313530393807,Status_Conscious,Safety_Warranty,50662,10.17,33.77,66.23,High,False
prop_00134,1134 Main St,Dallas,75224.0,474510.65479792375,3552.503655213683,32,67.14263387931153,73.68351288381072,Family_Protector,Premium_Standard,45300,9.3,30.2,69.8,Med,True
prop_00135,1135 Main St,Dallas,75202.0,169364.15257482586,2826.1673933698517,5,62.911631876180294,66.91673703241858,Status_Conscious,Safety_Warranty,134531,1.08,89.69,10.31,Low,False
prop_00136,1136 Main St,Dallas,75248.0,491053.7165822833,2261.660849743482,53,60.74573704593102,80.84326224072865,Deal_Hunter,Premium_Showcase,130070,42.3,86.71,13.29,Med,False
prop_00137,1137 Main St,Dallas,75238.0,215495.47335990646,1360.1955483848,48,64.04075623372543,65.2914592922162,Deal_Hunter,Financing_Standard,124250,28.56,82.83,17.17,Low,False
prop_00138,1138 Main St,Dallas,75237.0,432211.7512945542,2174.556161732888,33,67.56548479294311,75.52700615828184,Deal_Hunter,Premium_Standard,52782,53.29,35.19,64.81,Med,False
prop_00139,1139 Main St,Dallas,75211.0,525110.1531718917,1998.4741195162353,47,77.92786299295223,106.44734952273905,Deal_Hunter,Impact_Report_Premium,114699,24.2,76.47,23.53,High,False
prop_00140,1140 Main St,Dallas,75211.0,391423.27787458943,2646.100360201409,64,80.89393302718335,114.3896131488566,Proof_Seeker,Financing_Standard,51406,31.45,34.27,65.73,,False
prop_00141,1141 Main St,Dallas,75237.0,345166.68089540076,1271.6716324062154,60,72.6949337157702,95.22056783071696,Deal_Hunter,Financing_Aggressive,50662,10.17,33.77,66.23,High,False
prop_00142,1142 Main St,Dallas,75229.0,469957.79186460207,2240.518726683989,37,76.12605628628124,105.73166941663015,Family_Protector,Safety_Standard,46291,23.3,30.86,69.14,High,False
prop_00143,1143 Main St,Dallas,75227.0,446425.5436691506,3196.874587332512,38,57.44709233852481,83.78871309936315,Deal_Hunter,Premium_Standard,130206,2.54,86.8,13.2,Med,False
prop_00144,1144 Main St,Dallas,75227.0,493884.10476959246,4330.431306286346,35,59.786702764047924,80.32517801906218,Proof_Seeker,Premium_Showcase,58934,19.43,39.29,60.71,Med,False
prop_00145,1145 Main St,Dallas,75253.0,332533.6616031719,1225.0726311674075,39,69.78435370601483,85.75155935477694,Deal_Hunter,Safety_Standard,49821,40.97,33.21,66.79,Med,False
